캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자,전화번호,영업상태,폐업일자,휴업시작일자,휴업종료일자,우편번호,지역구분,총층수,주변환경,보험기관,건물용도,지상층수,지하층수,객실수
산디마을 생태공원 오토캠핑장,자동차야영장업,,,대전광역시 대덕구 산디로231번길 27 (장동),,,,,,,,,,,,,,,2015-05-18,070-4158-3360,영업/정상,,,,34345,녹지지역,,기타,한국지방재정공제회,기타,1,,
로하스 가족공원 캠핑장,자동차야영장업,,,대전광역시 대덕구 대청로424번길 200 (미호동),,,,,,,,,,,,,,,2015-07-03,042-933-6575,영업/정상,,,,34316,관리지역,1,기타,한국지방재정공제회,사무실,1,,
국립화천숲속야영장,자동차야영장업,,,강원도 화천군 간동면 배후령길 1144-25,,,,,,,,,,,,,,,2018-07-20,033 441 4466,영업/정상,,,,24139,관리지역,1,,,사무실,,,
계방산 오토캠핑장,자동차야영장업,,,강원도 평창군 용평면 이승복생가길 160 (노동계곡캠핑장),,,,,,,,,,,,,,,2017-07-25,333328829,영업/정상,,,,25312,,,,,,,,
한울오토캠핑장,자동차야영장업,,,강원도 원주시 신림면 신림황둔로 1032,,,,,,,,,,,,,,,2013-12-30,033-766-3491,영업/정상,,,,26507,관리지역,1,기타,,사무실,0,0,0
산사랑 글램핑,자동차야영장업,,,강원도 원주시 소초면 구룡사로 127,,,,,,,,,,,,,,,2014-10-29,02-567-1032,영업/정상,,,,26304,관리지역,,기타,,,,,
매봉힐링캠프,자동차야영장업,,,강원도 원주시 신림면 창촌길 132,,,,,,,,,,,,,,,2015-05-26,,영업/정상,,,,26508,관리지역,1,기타,,기타,1,,
한스캠핑장,자동차야영장업,,,강원도 원주시 신림면 신림황둔로 1072,,,,,,,,,,,,,,,2015-05-29,,영업/정상,,,,26507,관리지역,1,기타,,기타,1,0,0
장터추어탕캠핑장,자동차야영장업,,,강원도 원주시 지정면 월송석화로 396-1,,,,,,,,,,,,,,,2017-06-27,,영업/정상,,,,26357,관리지역,1,기타,,기타,1,,
자유인의 카라반,자동차야영장업,,,강원도 춘천시 남산면 서백길 585,,,,,,,,,,,,,,,2015-08-04,033-263-2989,영업/정상,,,,24464,관리지역,0,,삼성화재해상보험,,0,0,0
춘천박사마을 어린이 글램핑장,자동차야영장업,,,"강원도 춘천시 서면 박사로 770, 춘천 박사마을 어린이글램핑장",,,,,,,,,,,,,,,2016-07-11,033-240-1792,영업/정상,,,,24461,,,,한국지방재정공제회,,,,
국립미천골자연휴양림,자동차야영장업,,,강원도 양양군 서면 미천골길 115,,,,,,,,,,,,,,,2015-05-28,033-673-1806,영업/정상,,,,25040,관리지역,,기타,,,,,
그루터기 캠핑장,자동차야영장업,,,강원도 양양군 서면 구룡령로 1694,,,,,,,,,,,,,,,2015-06-05,,영업/정상,,,,25040,관리지역,,기타,,,,,
양양고인돌캠프,자동차야영장업,,,강원도 양양군 서면 고인돌길 200-49,,,,,,,,,,,,,,,2016-01-12,,영업/정상,,,,25036,관리지역,1,기타,,창고,1,,
양양죽도오토캠핑장,자동차야영장업,,,강원도 양양군 현남면 인구중앙길 88 (양양죽도오토캠핑장),,,,,,,,,,,,,,,2016-03-24,,영업/정상,,,,25053,자연녹지지역,1,기타,,기타,1,,
갈천오토캠핑장,자동차야영장업,,,강원도 양양군 서면 구룡령로 1103-12,,,,,,,,,,,,,,,2016-07-25,033 673 4041,영업/정상,,,,25040,관리지역,1,기타,,기타,1,,
자연과우리펜션야영장,자동차야영장업,,,강원도 양양군 현북면 법수치길 277 (자연과우리),,,,,,,,,,,,,,,2016-07-25,033 673 1637,영업/정상,,,,25050,관리지역,1,기타,,기타,1,,
(주)유레카커뮤니케이션,자동차야영장업,,,"대전광역시 서구 둔산로31번길 66, 603호 (둔산동)",,,,,,,,,,,,,,,2020-04-10,042-471-3116,영업/정상,,,,35229,,,,,,,,
왜목오토캠핑장,자동차야영장업,,,충청남도 당진시 석문면 왜목길 16-16,,,,,,,,,,,,,,,2020-05-14,,영업/정상,,,,31700,,0,,,,0,0,0
(사)해미읍성역사보존회,자동차야영장업,,,"충청남도 서산시 해미면 동문1길 40, 해미읍성 캠핑장",,,,,,,,,,,,,,,2020-06-18,041-688-0999,영업/정상,,,,31960,,,,,,,,
소백산 신선펜션 & 캠핑,자동차야영장업,,,충청북도 단양군 가곡면 새밭로 474,,,,,,,,,,,,,,,2020-05-18,,영업/정상,,,,27023,,,,,,,,
하비비캠핑장,자동차야영장업,,,충청북도 충주시 금가면 오미기2길 120-2,,,,,,,,,,,,,,,2021-10-29,,영업/정상,,,,27445,관리지역,0,,삼성화재해상보험,,0,0,0
봄봄캠핑,자동차야영장업,,,강원도 춘천시 사북면 화악지암길 576,,,,,,,,,,,,,,,2021-11-08,,영업/정상,,,,24200,,0,,농협보험,,0,0,0
어게인캠핑C,자동차야영장업,,,충청북도 충주시 산척면 인등로 586-16,,,,,,,,,,,,,,,2023-03-06,,영업/정상,,,,27317,,0,,,,0,0,0
태백산국립공원 소도야영장,자동차야영장업,,,"강원도 태백시 천제단길 181, 소도야영장 (소도동)",,,,,,,,,,,,,,,2023-03-15,,영업/정상,,,,26043,,0,기타,,기타,0,0,0
신두리세븐패밀리캠핑장,자동차야영장업,,,충청남도 태안군 원북면 신두해변길 244,,,,,,,,,,,,,,,2023-02-21,,영업/정상,,,,32108,,0,,,,0,0,0
어게인캠핑A,자동차야영장업,,,충청북도 충주시 산척면 인등로 586-14,,,,,,,,,,,,,,,2023-03-03,,영업/정상,,,,27317,,0,,,,0,0,0
어게인캠핑B,자동차야영장업,,,충청북도 충주시 산척면 인등로 584,,,,,,,,,,,,,,,2023-03-03,,영업/정상,,,,27317,,0,,,,0,0,0
철원가산농원캠핑장,자동차야영장업,,,강원도 철원군 갈말읍 상사로 377,,,,,,,,,,,,,,,2015-05-15,,영업/정상,,,,24028,,,,,,,,
화강 수변 오토 캠핑장,자동차야영장업,,,강원도 철원군 김화읍 호국로 6442,,,,,,,,,,,,,,,2017-11-03,033-458-7200,영업/정상,,,,24055,,,,,,,,
주문진글렘핑 오토캠핑장,자동차야영장업,,,강원도 강릉시 주문진읍 신리천로 951-9,,,,,,,,,,,,,,,2015-03-05,033-642-4241,영업/정상,,,,25401,,,,,,,,
소금강자동차야영장,자동차야영장업,,,강원도 강릉시 연곡면 소금강길 449,,,,,,,,,,,,,,,2015-05-18,033)661-4161,영업/정상,,,,25400,,,,,,,,
소금강마을에코센터 오토캠핑장,자동차야영장업,,,강원도 강릉시 연곡면 진고개로 1826-11,,,,,,,,,,,,,,,2015-06-15,336610401,영업/정상,,,,25426,,,,,,,,
연곡해변 솔향기캠핑장,자동차야영장업,,,강원도 강릉시 연곡면 해안로 1282-10,,,,,,,,,,,,,,,2016-07-12,,영업/정상,,,,25431,,,,,,,,
강릉경포캬라반파크,자동차야영장업,,,강원도 강릉시 사천면 해안로 904-18,,,,,,,,,,,,,,,2016-08-05,,영업/정상,,,,25440,자연녹지지역,,,,,,,
경포대오토캠핑장,자동차야영장업,,,강원도 강릉시 해안로 388 (초당동),,,,,,,,,,,,,,,2013-05-28,,영업/정상,,,,25467,,0,,,,0,0,0
철원 평화마을 서울캠핑장,자동차야영장업,,,강원도 철원군 근북면 유곡로 545,,,,,,,,,,,,,,,2015-12-07,02 21333926,영업/정상,,,,24052,관리지역,,,,,,,
(주)하이원추추파크,자동차야영장업,,,강원도 삼척시 도계읍 심포남길 99,,,,,,,,,,,,,,,2014-08-28,033-550-7812,영업/정상,,,,25952,관리지역,0,기타,,기타,1,0,0
장호비치캠핑장,자동차야영장업,,,강원도 삼척시 근덕면 삼척로 2116 (장호국민여가캠핑장),,,,,,,,,,,,,,,2017-03-08,033-576-0884,영업/정상,,,,25938,,1,,,,0,0,0
약수골캠프촌 오토캠핑장,자동차야영장업,,,강원도 양구군 동면 약수터길 28,,,,,,,,,,,,,,,2016-03-21,033-481-9828,영업/정상,,,,24510,관리지역,0,기타,,기타,0,0,7
속초해변 국민여가 캠핑장,자동차야영장업,,,강원도 속초시 해오름로 177 (조양동),,,,,,,,,,,,,,,2014-03-06,033-638-6231,영업/정상,,,,24887,일반상업지역,1,기타,,기타,1,0,0
설악동자동차야영장,자동차야영장업,,,"강원도 속초시 청봉로 25, 설악산야영장 (설악동)",,,,,,,,,,,,,,,2015-07-13,338010964,영업/정상,,,,24904,보전녹지지역,0,기타,,,0,0,0
비발디 캠핑파크,자동차야영장업,,,강원도 홍천군 서면 한서로 1045-29,,,,,,,,,,,,,,,2015-04-27,,영업/정상,,,,25100,관리지역,1,기타,,기타,1,0,0
달콤한 캠핑장,자동차야영장업,,,강원도 홍천군 내촌면 비선동길 121-29,,,,,,,,,,,,,,,2015-04-28,,영업/정상,,,,25162,관리지역,2,기타,,기타,2,0,0
고인돌 오토캠핑장,자동차야영장업,,,강원도 홍천군 화촌면 구룡령로 578-10,,,,,,,,,,,,,,,2015-06-05,033-432-3473,영업/정상,,,,25159,관리지역,1,기타,,기타,1,,
홍천와캠핑,자동차야영장업,,,강원도 홍천군 내촌면 쌍둔지길 157-7,,,,,,,,,,,,,,,2017-04-25,,영업/정상,,,,25163,관리지역,1,기타,,기타,1,0,0
공작산계곡 오토캠핑장,자동차야영장업,,,강원도 홍천군 화촌면 당무로 545,,,,,,,,,,,,,,,2017-06-12,,영업/정상,,,,25159,관리지역,,기타,,,,,
홍천강 오토캠핑장,자동차야영장업,,,강원도 홍천군 북방면 굴지강변로 322,,,,,,,,,,,,,,,2014-06-26,033-430-2498,영업/정상,,,,25116,관리지역,1,기타,,기타,,,
송지호 오토캠핑장,자동차야영장업,,,강원도 고성군 죽왕면 동해대로 6090,,,,,,,,,,,,,,,2015-05-21,033-681-5244,영업/정상,,,,24747,관리지역,1,기타,,숙박시설,1,,
백도오토캠핑장,자동차야영장업,,,강원도 고성군 죽왕면 문암항길 133,,,,,,,,,,,,,,,2020-06-24,680-3166,영업/정상,,,,24752,관리지역,,기타,,기타,,,
대둔산 수락캠핑장,자동차야영장업,,,충청남도 논산시 벌곡면 수락계곡길 274-15,,,,,,,,,,,,,,,2020-07-02,,영업/정상,,,,33028,,,,,,,,
백운일출캠핑장,자동차야영장업,,,충청북도 제천시 백운면 구학산로 907-2,,,,,,,,,,,,,,,2020-06-25,,영업/정상,,,,27102,관리지역,1,기타,,기타,1,,
소노카페 오토캠핑장,자동차야영장업,,,강원도 홍천군 서면 개야로 357-32,,,,,,,,,,,,,,,2021-08-03,,영업/정상,,,,25100,관리지역,1,,,,0,0,0
카이로스오토야영장,자동차야영장업,,,충청북도 충주시 동량면 미라실로 603,,,,,,,,,,,,,,,2021-08-27,,영업/정상,,,,27321,관리지역,2,기타,농협손해보험,기타,2,0,0
스타밸리 캠핑장,자동차야영장업,,,충청북도 진천군 백곡면 배티로 425,,,,,,,,,,,,,,,2021-09-15,,영업/정상,,,,27821,,0,,,,0,0,26
느루 캠핑장,자동차야영장업,,,충청남도 부여군 장암면 장암로 67-28,,,,,,,,,,,,,,,2021-09-15,,영업/정상,,,,33183,관리지역,0,기타,,기타,0,0,0
더 코지 캠핑장,자동차야영장업,,,충청남도 논산시 노성면 노성로322번길 42-10,,,,,,,,,,,,,,,2022-12-29,,영업/정상,,,,32902,,0,,,,0,0,0
밴프 야영장,자동차야영장업,,,강원도 양양군 서면 구룡령로 3080-70,,,,,,,,,,,,,,,2023-01-06,,영업/정상,,,,25037,관리지역,0,기타,,기타,0,0,0
사가록캠핑장,자동차야영장업,,,강원도 춘천시 동면 길골길 63-14,,,,,,,,,,,,,,,2023-03-07,,영업/정상,,,,24212,보전녹지지역,0,,,,0,0,0
캠프 인더숲,자동차야영장업,,,강원도 홍천군 내촌면 가령폭포길 34,,,,,,,,,,,,,,,2022-11-17,,영업/정상,,,,25162,관리지역,1,,,,1,0,0
THE쉼오토캠핑장,자동차야영장업,,,충청남도 태안군 태안읍 안도내길 58-9,,,,,,,,,,,,,,,2022-11-22,,영업/정상,,,,32137,,0,,,,0,0,0
태안노을과바다캠핑앤글램핑,자동차야영장업,,,충청남도 태안군 원북면 신두해변길 122,,,,,,,,,,,,,,,2022-11-17,,영업/정상,,,,32108,,0,,,,0,0,0
을전56오토캠핑장,자동차야영장업,,,충청북도 단양군 가곡면 을전길 56-1,,,,,,,,,,,,,,,2021-06-22,,영업/정상,,,,27023,,,,,,,,
높은터 캠핑장,자동차야영장업,,,강원도 홍천군 홍천읍 높은터로 235,,,,,,,,,,,,,,,2021-05-27,,영업/정상,,,,25118,관리지역,1,,,기타,1,0,0
그린필로우,자동차야영장업,,,강원도 홍천군 서석면 마리소리길 182,,,,,,,,,,,,,,,2021-06-29,,영업/정상,,,,25167,관리지역,1,,,,1,0,0
봉수대오토캠핑장,자동차야영장업,,,강원도 고성군 죽왕면 봉수대길 1 (봉수대해변),,,,,,,,,,,,,,,2016-09-27,336803736,영업/정상,,,,24747,,,,,,,,
티피캠핑장,자동차야영장업,,,강원도 고성군 죽왕면 괘진길 54,,,,,,,,,,,,,,,2015-10-26,,영업/정상,,,,24752,관리지역,1,기타,,기타,1,,
청간정콘도 카라반 캠핑장,자동차야영장업,,,"강원도 고성군 토성면 중앙로 642-22, 청간정콘도",,,,,,,,,,,,,,,2016-07-08,,영업/정상,,,,24766,관리지역,,,,,,,
수목화 송정마을 오토캠핑장,자동차야영장업,,,강원도 고성군 거진읍 건봉사로 1504,,,,,,,,,,,,,,,2017-05-15,033-680-3422,영업/정상,,,,24709,,,,,,,,
영월 동강오토캠핑장,자동차야영장업,,,강원도 영월군 영월읍 둥글바위길 33,,,,,,,,,,,,,,,2012-08-13,,영업/정상,,,,,,0,,DB손해보험,,0,0,0
영월 외룡 캠핑장,자동차야영장업,,,강원도 영월군 김삿갓면 영월동로 2696,,,,,,,,,,,,,,,2015-04-22,,영업/정상,,,,26247,,0,,삼성화재,,0,0,0
영월약수터 캠핑장,자동차야영장업,,,강원도 영월군 중동면 태백산로 1133-10,,,,,,,,,,,,,,,2015-06-24,,영업/정상,,,,26243,,,,,,,,
여울소리 오토캠핑장,자동차야영장업,,,강원도 영월군 무릉도원면 중방길 2-45,,,,,,,,,,,,,,,2018-07-03,,영업/정상,,,,26201,,0,,농협손해보험,,0,0,0
슬로우캠프,자동차야영장업,,,강원도 영월군 무릉도원면 고일길 18-5,,,,,,,,,,,,,,,2018-07-13,,영업/정상,,,,26200,,0,,농협손해보험,,0,0,0
망상오토캠핑리조트,자동차야영장업,,,강원도 동해시 동해대로 6370 (망상동),,,,,,,,,,,,,,,2002-05-06,033-539-3600,영업/정상,,,,25700,자연녹지지역,0,기타,,,0,0,0
망상오토캠핑리조트 제2오토캠핑장,자동차야영장업,,,"강원도 동해시 동해대로 6270-14, 망상제2오토캠핑장 (망상동)",,,,,,,,,,,,,,,2014-07-14,033-539-3618,영업/정상,,,,25700,자연녹지지역,0,기타,,,0,0,0
추암오토캠핑장,자동차야영장업,,,"강원도 동해시 촛대바위길 6 (추암동, 추암오토캠핑장)",,,,,,,,,,,,,,,2017-08-03,033-539-3736,영업/정상,,,,25790,자연녹지지역,1,기타,,근린생활시설,1,,
별마로빌리지캠핑장,자동차야영장업,,,강원도 영월군 김삿갓면 영월동로 1954-38,,,,,,,,,,,,,,,2016-05-26,,영업/정상,,,,26246,,0,,DB손해보험,,0,0,0
금방아 민박 캠핑장,자동차야영장업,,,강원도 영월군 수주면 무릉법흥로 516,,,,,,,,,,,,,,,2016-06-09,,영업/정상,,,,26201,,0,,현대해상보험,,0,0,0
산여울캠핑장,자동차야영장업,,,강원도 영월군 무릉도원면 백년계곡길 142,,,,,,,,,,,,,,,2016-08-29,333752268,영업/정상,,,,26201,,,,,,,,
큐브존 캠핑장,자동차야영장업,,,강원도 영월군 한반도면 한반도로 794-22,,,,,,,,,,,,,,,2016-10-11,,영업/정상,,,,26213,,0,,삼성화재,,0,0,0
천안시 국민여가캠핑장,자동차야영장업,,,충청남도 천안시 동남구 목천읍 교촌7길 46-13,,,,,,,,,,,,,,,2018-09-07,,영업/정상,,,,31229,,0,,,,0,0,0
청풍호반 오토캠핑장,자동차야영장업,,,충청북도 제천시 청풍면 용곡길211번길 2,,,,,,,,,,,,,,,2020-10-19,,영업/정상,,,,27212,,0,,,,0,0,0
수인야영장,자동차야영장업,,,강원도 양구군 양구읍 소양호로 1086-13,,,,,,,,,,,,,,,2022-10-13,,영업/정상,,,,24517,관리지역,1,기타,,기타,1,0,0
태백고원자연휴양림 자동차야영장,자동차야영장업,,,"강원도 태백시 머리골길 153, 태백고원자연휴양림 (철암동)",,,,,,,,,,,,,,,2022-09-26,033-550-2849,영업/정상,,,,26046,,0,,,,0,0,0
홍천 뜨란 오토캠핑장,자동차야영장업,,,강원도 홍천군 서면 개야마을길 144-10,,,,,,,,,,,,,,,2022-10-31,,영업/정상,,,,25100,관리지역,2,,,,2,0,0
수복캠핑장,자동차야영장업,,,강원도 춘천시 사북면 화악지암길 297-19,,,,,,,,,,,,,,,2022-10-04,,영업/정상,,,,24200,,0,,,,0,0,0
재오개캠핑장,자동차야영장업,,,충청북도 충주시 살미면 충주호수로 1872,,,,,,,,,,,,,,,2022-10-21,,영업/정상,,,,27490,,0,,,,0,0,0
보리캠핑장,자동차야영장업,,,강원도 횡성군 둔내면 용현로 112,,,,,,,,,,,,,,,2022-10-11,,영업/정상,,,,25260,,0,,,,0,0,0
북암농촌체험관,자동차야영장업,,,충청북도 보은군 속리산면 속리산로 1220-6,,,,,,,,,,,,,,,2022-09-15,043-540-4461,영업/정상,,,,28907,,0,,,,0,0,0
삼가농촌체험관,자동차야영장업,,,충청북도 보은군 속리산면 삼가구병길 9,,,,,,,,,,,,,,,2022-09-15,043-540-4461,영업/정상,,,,28909,,0,,,,0,0,0
라온아이 오토캠핑장,자동차야영장업,,,충청남도 예산군 응봉면 응봉서로 280,,,,,,,,,,,,,,,2022-09-15,,영업/정상,,,,32446,관리지역,1,기타,,근린생활시설,1,0,0
라곰글램핑,자동차야영장업,,,충청남도 금산군 부리면 적벽강로 398,,,,,,,,,,,,,,,2022-09-06,,영업/정상,,,,32755,관리지역,0,기타,,단독주택,0,0,0
쭌카라반 캠핑장,자동차야영장업,,,강원도 고성군 토성면 화원길 13,,,,,,,,,,,,,,,2023-01-18,,영업/정상,,,,24754,관리지역,1,기타,,기타,1,0,0
별바라기 캠핑 펜션,자동차야영장업,,,충청남도 논산시 벌곡면 수락로 669-54,,,,,,,,,,,,,,,2021-02-10,,영업/정상,,,,33026,,0,,,,0,0,0
주식회사 더 샘터,자동차야영장업,,,충청북도 진천군 문백면 봉죽2길 20-78,,,,,,,,,,,,,,,2021-04-14,,영업/정상,,,,27869,,0,,,,0,0,165
와룡천 캠핑장,자동차야영장업,,,강원도 영월군 남면 송정길 53,,,,,,,,,,,,,,,2021-03-09,,영업/정상,,,,26216,관리지역,0,,농협손해보험,,0,0,0
광주시민의숲 야영장,자동차야영장업,,,광주광역시 북구 추암로 190 (월출동),,,,,,,,,,,,,,,2015-05-26,"613-6467,971-6467",영업/정상,,,,61002,,1,기타,DB손해보험,근린생활시설,1,0,0
노동오토캠핑장,자동차야영장업,,,충청북도 단양군 단양읍 단양노동길 2-5,,,,,,,,,,,,,,,2014-11-07,422-7741,영업/정상,,,,27024,관리지역,,,,,,,
포시즌,자동차야영장업,,,충청북도 단양군 가곡면 남한강로 1117,,,,,,,,,,,,,,,2015-03-06,,영업/정상,,,,27022,,0,기타,삼성화재,,0,0,0
소백산오토캠핑장,자동차야영장업,,,충청북도 단양군 가곡면 새밭로 380,,,,,,,,,,,,,,,2015-06-18,,영업/정상,,,,27023,,,,,,,,
스카이운학 캠핑장,자동차야영장업,,,충청북도 제천시 백운면 운학길 81,,,,,,,,,,,,,,,2014-08-29,,영업/정상,,,,27102,관리지역,,기타,,,,,
월악 한울캠핑장,자동차야영장업,,,충청북도 제천시 덕산면 월악산로 6,,,,,,,,,,,,,,,2015-05-20,,영업/정상,,,,27225,관리지역,,,,근린생활시설,,,
청풍호오토캠핑장,자동차야영장업,,,충청북도 제천시 금성면 청풍호로39길 103,,,,,,,,,,,,,,,2015-05-22,,영업/정상,,,,27211,관리지역,,기타,,근린생활시설,,,
별밤펜션 캠핑장,자동차야영장업,,,충청북도 영동군 상촌면 물한계곡로 896,,,,,,,,,,,,,,,2018-03-12,,영업/정상,,,,29126,,,,,,,,
옥화자연휴양림 국민여가오토캠핑장,자동차야영장업,,,충청북도 청주시 상당구 미원면 운암옥화길 140,,,,,,,,,,,,,,,2016-07-15,043-283-3200,영업/정상,,,,28200,,,,,,,,
홍천강 자라바위 오토캠핑장,자동차야영장업,,,강원도 홍천군 서면 팔봉산로 857,,,,,,,,,,,,,,,2018-10-22,334302490,영업/정상,,,,25101,관리지역,1,기타,,기타,1,,
